,id,listing_url,last_scraped,source,name,host_id,host_url,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,review_scores_cleanliness,review_scores_location,review_scores_value,reviews_per_month
45,163411,https://www.airbnb.com/rooms/163411,2025-06-21,city scrape,Ample parkside apartment Kreuzberg,779213,https://www.airbnb.com/users/show/779213,Jutta,2011-07-05,"Berlin, Germany",within a few hours,100%,100%,t,Kreuzberg,2.0,2.0,"['email', 'phone']",t,t,"Berlin, Germany",südliche Luisenstadt,Friedrichshain-Kreuzberg,52.49919,13.43648,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,4.0,"[""Iron"", ""Private patio or balcony"", ""Cleaning products"", ""Free street parking"", ""Sonstiges induction stove"", ""Babysitter recommendations"", ""Oven"", ""Children\u2019s books and toys"", ""Hot water"", ""Laundromat nearby"", ""Fast wifi \u2013 583 Mbps"", ""Freezer"", ""Children\u2019s dinnerware"", ""Central heating"", ""Cooking basics"", ""Outdoor furniture"", ""Sound system with Bluetooth and aux"", ""Coffee maker: drip coffee maker, espresso machine, Nespresso"", ""Baking sheet"", ""Bathtub"", ""Pack \u2019n play/Travel crib"", ""Shower gel"", ""Carbon monoxide alarm"", ""First aid kit"", ""Smoke alarm"", ""Refrigerator"", ""Shared backyard \u2013 Fully fenced"", ""Bed linens"", ""High chair"", ""Crib"", ""Body soap"", ""Shampoo"", ""Long term stays allowed"", ""Mosquito net"", ""Hangers"", ""Fire extinguisher"", ""Microwave"", ""Changing table"", ""Hot water kettle"", ""Drying rack for clothing"", ""Essentials"", ""Books and reading material"", ""Board games"", ""Coffee"", ""Park view"", ""Luggage dropoff allowed"", ""Piano"", ""Hair dryer"", ""Outlet covers"", ""Dishwasher"", ""Host greets you"", ""Dining table"", ""Exercise equipment"", ""Room-darkening shades"", ""Toaster"", ""Free washer \u2013 In unit"", ""Dedicated workspace"", ""Blender"", ""Outdoor dining area"", ""Kitchen"", ""Wine glasses"", ""Dishes and silverware""]",$181.00,5,60,5.0,60.0,0,0,15,196,49,76,13756.0,4.73,4.55,4.86,4.69,0.3
46,168615,https://www.airbnb.com/rooms/168615,2025-06-20,city scrape,STAYINTOWN - Apartment in Berlin,803717,https://www.airbnb.com/users/show/803717,Dirk,2011-07-11,"Berlin, Germany",within a few hours,100%,60%,t,Heinersdorf,1.0,1.0,"['email', 'phone']",t,t,"Berlin, Germany",Blankenburg/Heinersdorf/Märchenland,Pankow,52.58045,13.44398,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,2.0,"[""Wifi"", ""Free street parking"", ""Hot water"", ""TV"", ""Cooking basics"", ""Pack \u2019n play/Travel crib"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""High chair"", ""Single level home"", ""Crib"", ""Hangers"", ""Microwave"", ""Clothing storage: wardrobe and dresser"", ""Hot water kettle"", ""Drying rack for clothing"", ""Essentials"", ""Stove"", ""Extra pillows and blankets"", ""Host greets you"", ""Hair dryer"", ""Coffee maker"", ""Heating"", ""Dining table"", ""Room-darkening shades"", ""Toaster"", ""Kitchen"", ""Dishes and silverware""]",$49.00,3,15,3.0,15.0,3,5,5,251,37,126,6174.0,4.92,4.97,4.51,4.78,0.23
53,176342,https://www.airbnb.com/rooms/176342,2025-06-21,city scrape,aptC Downtown Monument near Checkpoint Charlie,843326,https://www.airbnb.com/users/show/843326,Nino,2011-07-20,"Berlin, Germany",within an hour,100%,81%,t,Kreuzberg,3.0,4.0,"['email', 'phone', 'work_email']",t,t,"Berlin, Germany",Südliche Friedrichstadt,Friedrichshain-Kreuzberg,52.50254,13.39134,Entire rental unit,Entire home/apt,7,2.0,2 baths,3.0,6.0,"[""Iron"", ""Noise decibel monitors on property"", ""Private patio or balcony"", ""Cleaning products"", ""Outdoor playground"", ""Paid washer \u2013 In building"", ""Fast wifi \u2013 577 Mbps"", ""Free street parking"", ""Babysitter recommendations"", ""Oven"", ""Paid parking lot on premises \u2013 1 space"", ""Hot water"", ""Smart lock"", ""Freezer"", ""Central heating"", ""Cooking basics"", ""Elevator"", ""Baking sheet"", ""Self check-in"", ""Pack \u2019n play/Travel crib"", ""Indoor fireplace: wood-burning"", ""Carbon monoxide alarm"", ""First aid kit"", ""Paid parking lot off premises"", ""Smoke alarm"", ""Refrigerator"", ""Shared backyard \u2013 Fully fenced"", ""Bed linens"", ""High chair"", ""Single level home"", ""Ethernet connection"", ""Yamaha Pianocraft sound system with Bluetooth and aux"", ""Crib"", ""Coffee maker: Nespresso, pour-over coffee"", ""Long term stays allowed"", ""Bidet"", ""55 inch HDTV with Amazon Prime Video, Netflix, standard cable, DVD player"", ""Hangers"", ""AEG electric stove"", ""Safe"", ""Fire extinguisher"", ""Microwave"", ""Clothing storage: wardrobe and dresser"", ""Portable fans"", ""Hot water kettle"", ""Cleaning available during stay"", ""Exterior security cameras on property"", ""Drying rack for clothing"", ""Essentials"", ""Paid dryer \u2013 In building"", ""Books and reading material"", ""Private entrance"", ""Coffee"", ""Courtyard view"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Dining table"", ""Bikes"", ""Seife body soap"", ""Room-darkening shades"", ""Toaster"", ""Dishwasher"", ""Kitchen"", ""Wine glasses"", ""Dishes and silverware""]",$372.00,3,120,2.7,120.0,3,10,23,256,138,255,94860.0,4.79,4.96,4.78,4.64,1.06
54,179102,https://www.airbnb.com/rooms/179102,2025-06-20,city scrape,The Special Place,857327,https://www.airbnb.com/users/show/857327,Alke,2011-07-23,"Berlin, Germany",within an hour,100%,96%,t,Pankow,1.0,2.0,"['email', 'phone']",t,t,"Berlin, Germany",Pankow Zentrum,Pankow,52.57051,13.39872,Entire rental unit,Entire home/apt,12,1.5,1.5 baths,3.0,7.0,"[""Iron"", ""Private patio or balcony"", ""Cleaning products"", ""Wifi"", ""Outdoor playground"", ""Free street parking"", ""Oven"", ""Laundromat nearby"", ""Children\u2019s books and toys"", ""Hot water"", ""Freezer"", ""Hockey rink"", ""Children\u2019s dinnerware"", ""Exercise equipment: yoga mat"", ""Cooking basics"", ""Outdoor furniture"", ""Sound system"", ""Free parking on premises"", ""Baking sheet"", ""Bathtub"", ""Pack \u2019n play/Travel crib"", ""Shower gel"", ""Carbon monoxide alarm"", ""Free washer \u2013 In building"", ""First aid kit"", ""Smoke alarm"", ""Refrigerator"", ""Shared backyard \u2013 Fully fenced"", ""Bed linens"", ""Wine glasses"", ""High chair"", ""Single level home"", ""Crib"", ""Window guards"", ""Shampoo"", ""Body soap"", ""Long term stays allowed"", ""Hangers"", ""Coffee maker: french press, pour-over coffee"", ""Microwave"", ""Clothing storage: wardrobe and dresser"", ""Portable fans"", ""Hot water kettle"", ""Cleaning available during stay"", ""Drying rack for clothing"", ""Essentials"", ""Books and reading material"", ""Stove"", ""Board games"", ""HDTV with Fire TV, standard cable, DVD player, Netflix, Disney+"", ""Coffee"", ""Pets allowed"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Game console"", ""Hair dryer"", ""Outlet covers"", ""Heating"", ""Dishwasher"", ""Host greets you"", ""Dining table"", ""Room-darkening shades"", ""Children's playroom"", ""Toaster"", ""Changing table"", ""Dedicated workspace"", ""Blender"", ""Movie theater"", ""Kitchen"", ""Skate ramp"", ""Dishes and silverware""]",$176.00,2,100,2.0,1125.0,5,20,33,144,195,176,30976.0,4.83,4.76,4.69,4.74,1.19
59,190448,https://www.airbnb.com/rooms/190448,2025-06-20,city scrape,Modernes Studioapartment Berlin,920085,https://www.airbnb.com/users/show/920085,Ursula,2011-08-04,"Berlin, Germany",within an hour,100%,100%,t,Buckow,2.0,2.0,"['email', 'phone']",t,t,,Buckow Nord,Neukölln,52.43973,13.46044,Entire guest suite,Entire home/apt,3,1.0,1 bath,0.0,2.0,"[""Iron"", ""Private patio or balcony"", ""Cleaning products"", ""Wifi"", ""Free street parking"", ""Oven"", ""Hot water"", ""TV"", ""Sun loungers"", ""Cooking basics"", ""Outdoor furniture"", ""Baking sheet"", ""Shower gel"", ""First aid kit"", ""Smoke alarm"", ""Refrigerator"", ""Shared backyard \u2013 Fully fenced"", ""Bed linens"", ""Single level home"", ""Body soap"", ""Shampoo"", ""Long term stays allowed"", ""Hangers"", ""Microwave"", ""Barbecue utensils"", ""Hot water kettle"", ""Essentials"", ""Private entrance"", ""Pets allowed"", ""Gas stove"", ""Luggage dropoff allowed"", ""Host greets you"", ""Hair dryer"", ""Dishwasher"", ""Heating"", ""Coffee maker"", ""BBQ grill"", ""Dining table"", ""Toaster"", ""Clothing storage: dresser"", ""Dedicated workspace"", ""Outdoor dining area"", ""Kitchen"", ""Wine glasses"", ""Dishes and silverware""]",$67.00,3,365,3.0,1125.0,1,1,5,204,78,113,7571.0,4.74,4.69,4.73,4.73,0.49
63,194465,https://www.airbnb.com/rooms/194465,2025-06-21,previous scrape,Beautiful Loft-Studio with garden,944530,https://www.airbnb.com/users/show/944530,Christian,2011-08-09,"Berlin, Germany",within an hour,100%,98%,t,Friedrichshain,1.0,1.0,"['email', 'phone']",t,t,"Berlin, Germany",Karl-Marx-Allee-Nord,Friedrichshain-Kreuzberg,52.52023,13.44703,Entire loft,Entire home/apt,2,,1.5 baths,1.0,,"[""Iron"", ""Wifi"", ""Free street parking"", ""Garden view"", ""Hot water"", ""Central heating"", ""Cooking basics"", ""Lockbox"", ""Self check-in"", ""Shower gel"", ""Refrigerator"", ""Bed linens"", ""HDTV"", ""Single level home"", ""Shampoo"", ""Body soap"", ""Backyard - Fully fenced"", ""Long term stays allowed"", ""Hangers"", ""Hot water kettle"", ""Essentials"", ""Private entrance"", ""Stove"", ""Conditioner"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Dishwasher"", ""Host greets you"", ""Dining table"", ""Room-darkening shades"", ""Clothing storage: wardrobe"", ""Toaster"", ""Dedicated workspace"", ""Kitchen"", ""Coffee maker: Nespresso"", ""Dishes and silverware""]",,3,1125,3.0,1125.0,1,4,7,44,273,255,,4.9,4.92,4.78,4.81,1.64
71,220445,https://www.airbnb.com/rooms/220445,2025-06-21,city scrape,Apt. Near Charlottenburg Palace,1142834,https://www.airbnb.com/users/show/1142834,Detlef,2011-09-11,"Bad Salzuflen, Germany",within a few hours,100%,80%,t,Charlottenburg,1.0,2.0,"['email', 'phone']",t,t,"Berlin, Germany",Mierendorffplatz,Charlottenburg-Wilm.,52.52545,13.29847,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,2.0,"[""Iron"", ""Wifi"", ""Free street parking"", ""Washer"", ""Hot water"", ""TV"", ""Smoke alarm"", ""Refrigerator"", ""Body soap"", ""Long term stays allowed"", ""Hangers"", ""Backyard"", ""Hot water kettle"", ""Drying rack for clothing"", ""Essentials"", ""Private entrance"", ""Stove"", ""Extra pillows and blankets"", ""Host greets you"", ""Hair dryer"", ""Coffee maker"", ""Heating"", ""Toaster"", ""Dedicated workspace"", ""Kitchen"", ""Dishes and silverware""]",$84.00,30,90,30.0,90.0,0,3,3,90,42,240,20160.0,4.83,4.76,4.74,4.67,0.28
72,221015,https://www.airbnb.com/rooms/221015,2025-06-20,city scrape,clean calm cosy central Berlin Wedding apartment,1146238,https://www.airbnb.com/users/show/1146238,Arzu & Tom,2011-09-12,"Berlin, Germany",within an hour,100%,99%,t,Wedding,2.0,2.0,"['email', 'phone']",t,t,"Berlin, Germany",Wedding Zentrum,Mitte,52.54223,13.35284,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Iron"", ""Private patio or balcony"", ""24 inch TV"", ""Cleaning products"", ""Outdoor playground"", ""Oven"", ""Laundromat nearby"", ""Hot water"", ""Central heating"", ""Cooking basics"", ""Outdoor furniture"", ""Sound system"", ""Baking sheet"", ""Paid street parking off premises"", ""Pack \u2019n play/Travel crib"", ""Unbekannt electric stove"", ""Shower gel"", ""Carbon monoxide alarm"", ""First aid kit"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""Single level home"", ""Crib"", ""Shampoo"", ""Long term stays allowed"", ""Hangers"", ""Fire extinguisher"", ""Clothing storage: wardrobe and dresser"", ""Hot water kettle"", ""Drying rack for clothing"", ""Essentials"", ""Fast wifi \u2013 57 Mbps"", ""Books and reading material"", ""Board games"", ""Coffee"", ""Park view"", ""Courtyard view"", ""Extra pillows and blankets"", ""Host greets you"", ""Hair dryer"", ""Coffee maker"", ""Dining table"", ""Room-darkening shades"", ""Toaster"", ""Kitchen"", ""Wine glasses"", ""Dishes and silverware""]",$138.00,6,14,6.4,1125.0,3,14,14,14,656,255,35190.0,4.81,4.92,4.62,4.73,3.93
74,229099,https://www.airbnb.com/rooms/229099,2025-06-20,city scrape,Nice room near airport Berlin BER,1196119,https://www.airbnb.com/users/show/1196119,Hannes,2011-09-22,"Berlin, Germany",,,100%,t,Altglienicke,1.0,1.0,"['email', 'phone']",t,t,,Altglienicke,Treptow - Köpenick,52.40484,13.53339,Private room in home,Private room,1,1.5,1.5 shared baths,1.0,1.0,"[""Iron"", ""Wifi"", ""Free street parking"", ""Garden view"", ""Oven"", ""Hot water"", ""Washer"", ""Dryer"", ""TV"", ""Lock on bedroom door"", ""Freezer"", ""EV charger"", ""Cooking basics"", ""Outdoor furniture"", ""Free parking on premises"", ""Baking sheet"", ""Shower gel"", ""Carbon monoxide alarm"", ""First aid kit"", ""Private backyard \u2013 Fully fenced"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""Shampoo"", ""Body soap"", ""Hangers"", ""Fire extinguisher"", ""Kitchen"", ""Microwave"", ""Barbecue utensils"", ""Hot water kettle"", ""Essentials"", ""Books and reading material"", ""Stove"", ""Coffee"", ""Shared patio or balcony"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Host greets you"", ""Hair dryer"", ""Dishwasher"", ""Heating"", ""Coffee maker"", ""BBQ grill"", ""Dining table"", ""Indoor fireplace"", ""Room-darkening shades"", ""Toaster"", ""Dedicated workspace"", ""Clothing storage: wardrobe"", ""Wine glasses"", ""Dishes and silverware""]",$43.00,1,10,1.0,10.0,0,0,1,1,448,76,3268.0,4.94,4.95,4.79,4.92,2.75
77,229776,https://www.airbnb.com/rooms/229776,2025-06-21,city scrape,Cosy room in Mitte / Rosenthaler Platz,956350,https://www.airbnb.com/users/show/956350,Arne,2011-08-11,"Berlin, Germany",within an hour,100%,97%,t,Mitte,1.0,1.0,"['email', 'phone', 'work_email']",t,t,"Berlin, Germany",Alexanderplatz,Mitte,52.52861,13.40527,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Iron"", ""Wifi"", ""Oven"", ""Hot water"", ""City skyline view"", ""Cooking basics"", ""Outdoor furniture"", ""Free washer \u2013 In building"", ""Smoke alarm"", ""Refrigerator"", ""Shared backyard \u2013 Fully fenced"", ""Bed linens"", ""Shampoo"", ""Long term stays allowed"", ""Hangers"", ""Essentials"", ""Park view"", ""Shared patio or balcony"", ""Luggage dropoff allowed"", ""Host greets you"", ""Hair dryer"", ""Coffee maker"", ""Heating"", ""Induction stove"", ""Paid parking off premises"", ""Dishwasher"", ""Outdoor dining area"", ""Kitchen"", ""Dishes and silverware""]",$59.00,3,1125,3.3,1125.0,5,13,19,19,349,255,15045.0,4.91,4.82,4.97,4.85,2.09
80,233083,https://www.airbnb.com/rooms/233083,2025-06-20,city scrape,2-bed-loft-dwelling designers flat,1219893,https://www.airbnb.com/users/show/1219893,Katharina,2011-09-28,"Murnau am Staffelsee, Germany",within a day,100%,67%,t,Charlottenburg,3.0,8.0,"['email', 'phone', 'work_email']",t,t,,Neue Kantstraße,Charlottenburg-Wilm.,52.50587,13.29551,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Iron"", ""Wifi"", ""Free street parking"", ""Oven"", ""Washer"", ""Hot water"", ""Cooking basics"", ""Patio or balcony"", ""Elevator"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""Single level home"", ""TV with standard cable"", ""Long term stays allowed"", ""Hangers"", ""Essentials"", ""Stove"", ""Hair dryer"", ""Coffee maker"", ""Heating"", ""Dishwasher"", ""Kitchen"", ""Dishes and silverware""]",$114.00,92,365,92.0,365.0,0,1,12,181,40,0,0.0,4.95,4.78,4.97,4.84,0.24
81,237670,https://www.airbnb.com/rooms/237670,2025-06-20,city scrape,Apartment Burde 2,920085,https://www.airbnb.com/users/show/920085,Ursula,2011-08-04,"Berlin, Germany",within an hour,100%,100%,t,Buckow,2.0,2.0,"['email', 'phone']",t,t,,Buckow Nord,Neukölln,52.44127,13.46116,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Private patio or balcony"", ""Wifi"", ""Free street parking"", ""Hot water"", ""TV"", ""Outdoor furniture"", ""Smoke alarm"", ""Refrigerator"", ""Shared backyard \u2013 Fully fenced"", ""Shampoo"", ""Hangers"", ""Essentials"", ""Pets allowed"", ""Host greets you"", ""Hair dryer"", ""Coffee maker"", ""Heating"", ""BBQ grill"", ""Dedicated workspace"", ""Outdoor dining area"", ""Kitchen"", ""Dishes and silverware""]",$54.00,4,365,4.0,1125.0,3,6,24,232,75,189,10206.0,4.84,4.81,4.49,4.83,0.64
82,238396,https://www.airbnb.com/rooms/238396,2025-06-21,city scrape,"Within the city, calm and leafy",1250154,https://www.airbnb.com/users/show/1250154,Henrik,2011-10-05,"Berlin, Germany",within a few hours,100%,98%,t,Prenzlauer Berg,3.0,4.0,"['email', 'phone']",t,t,"Berlin, Germany",Prenzlauer Berg Südwest,Pankow,52.53218,13.41571,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Wifi"", ""Oven"", ""Laundromat nearby"", ""Hot water"", ""Cooking basics"", ""Lockbox"", ""Baking sheet"", ""Self check-in"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""Single level home"", ""Hangers"", ""Hot water kettle"", ""Essentials"", ""Coffee"", ""Gas stove"", ""Hair dryer"", ""Heating"", ""Dining table"", ""Toaster"", ""Coffee maker: pour-over coffee"", ""Kitchen"", ""Dishes and silverware""]",$119.00,3,15,3.0,15.0,10,27,41,124,704,255,30345.0,4.83,4.8,4.9,4.75,4.25
86,242978,https://www.airbnb.com/rooms/242978,2025-06-20,city scrape,Exclusive one-bedroom apartment,1275576,https://www.airbnb.com/users/show/1275576,Thomas,2011-10-11,"Berlin, Germany",within an hour,100%,100%,t,Moabit,6.0,6.0,"['email', 'phone', 'work_email']",t,t,,Moabit West,Mitte,52.52826,13.33044,Entire rental unit,Entire home/apt,4,1.0,1 bath,0.0,1.0,"[""Wifi"", ""Keypad"", ""Oven"", ""Hot water"", ""Cooking basics"", ""Dedicated workspace"", ""Patio or balcony"", ""Elevator"", ""Baking sheet"", ""Paid street parking off premises"", ""Self check-in"", ""Smoke alarm"", ""Refrigerator"", ""TV with standard cable"", ""Long term stays allowed"", ""Hangers"", ""Microwave"", ""Essentials"", ""Stove"", ""Hair dryer"", ""Coffee maker"", ""Heating"", ""Dishwasher"", ""Kitchen"", ""Dishes and silverware""]",$93.00,2,365,2.0,365.0,4,11,19,158,305,255,23715.0,4.67,4.53,4.5,4.68,2.01
88,243063,https://www.airbnb.com/rooms/243063,2025-06-21,city scrape,Holiday apartment in Berlin Mitte,1275846,https://www.airbnb.com/users/show/1275846,Anna,2011-10-11,"Berlin, Germany",within an hour,100%,100%,t,Mitte,2.0,3.0,"['email', 'phone', 'work_email']",t,t,"Berlin, Germany",Alexanderplatz,Mitte,52.52779,13.39108,Entire rental unit,Entire home/apt,5,1.0,1 bath,2.0,3.0,"[""Wifi"", ""Babysitter recommendations"", ""Oven"", ""Children\u2019s books and toys"", ""Hot water"", ""Freezer"", ""Central heating"", ""Cooking basics"", ""Lockbox"", ""Electric stove"", ""Baking sheet"", ""Paid street parking off premises"", ""Bathtub"", ""Pack \u2019n play/Travel crib"", ""Self check-in"", ""Free washer \u2013 In building"", ""Smoke alarm"", ""Refrigerator"", ""High chair"", ""Single level home"", ""TV with standard cable"", ""Crib"", ""Body soap"", ""Long term stays allowed"", ""Hangers"", ""Microwave"", ""Clothing storage: wardrobe and dresser"", ""Portable fans"", ""Hot water kettle"", ""Cleaning available during stay"", ""Drying rack for clothing"", ""Private entrance"", ""Pets allowed"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Coffee maker"", ""Dining table"", ""Toaster"", ""Dishwasher"", ""Kitchen"", ""Wine glasses"", ""Dishes and silverware""]",$143.00,2,60,2.0,1125.0,3,12,13,13,441,255,36465.0,4.67,4.76,4.84,4.55,2.79
89,243081,https://www.airbnb.com/rooms/243081,2025-06-21,city scrape,"Living with style, apartment 2",1275846,https://www.airbnb.com/users/show/1275846,Anna,2011-10-11,"Berlin, Germany",within an hour,100%,100%,t,Mitte,2.0,3.0,"['email', 'phone', 'work_email']",t,t,"Berlin, Germany",Brunnenstr. Süd,Mitte,52.52983,13.39275,Entire rental unit,Entire home/apt,6,1.0,1 bath,2.0,5.0,"[""Iron"", ""Cleaning products"", ""Babysitter recommendations"", ""Laundromat nearby"", ""Hot water"", ""TV"", ""Freezer"", ""Central heating"", ""Cooking basics"", ""Elevator"", ""Baking sheet"", ""Paid street parking off premises"", ""Bathtub"", ""Pack \u2019n play/Travel crib"", ""Free washer \u2013 In building"", ""Smoke alarm"", ""Refrigerator"", ""High chair"", ""Single level home"", ""Crib"", ""Body soap"", ""Long term stays allowed"", ""Hangers"", ""Microwave"", ""Clothing storage: wardrobe and dresser"", ""Stainless steel oven"", ""Portable fans"", ""Hot water kettle"", ""Drying rack for clothing"", ""Private entrance"", ""Books and reading material"", ""Board games"", ""Pets allowed"", ""Children\u2019s books and toys for ages 0-2 years old, 2-5 years old, 5-10 years old, and 10+ years old"", ""Fast wifi \u2013 56 Mbps"", ""Hair dryer"", ""Dishwasher"", ""Coffee maker"", ""Dining table"", ""Room-darkening shades"", ""AEG stainless steel gas stove"", ""Toaster"", ""Dedicated workspace"", ""Kitchen"", ""Wine glasses"", ""Dishes and silverware""]",$166.00,1,365,1.0,1125.0,9,27,39,39,378,255,42330.0,4.72,4.89,4.83,4.56,2.37
